gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text,saved_image
female,l The eldest of the Frye twins. Master Assassin. She executes both her plans with and her targets with meticulous precission. l #ACRP,0084B4,https://pbs.twimg.com/profile_images/658292400364716033/gtWdFsqa_normal.jpg,C0DEED,"@BritishRook [ Evie made a jump of the house. ] ""Your turn.""",l the eldest of the frye twins master assassin she executes both her plans with and her targets with meticulous precission l acrp,"@britishrook evie made a jump of the house your turn.""",../img/gtWdFsqa_normal.jpg
male,Editor for @AmericanIronMag & @Motorcycle_RC. Write about moto art and moto personalities.  email: stevenwb@themotorcyclemag.com.,0084B4,https://pbs.twimg.com/profile_images/3328133543/d6eaa319115fc331294e51646e09547a_normal.jpeg,C0DEED,@sunspot11 Since he did a lot of the work. It could be featured in @AmericanIronMag Garage. I freelance for the magazine .... (1/2),editor for americanironmag motorcycle_rc write about moto art and moto personalities email stevenwb@themotorcyclemag.com.,@sunspot11 since he did a lot of the work it could be featured in americanironmag garage i freelance for the magazine .. 1/2),../img/d6eaa319115fc331294e51646e09547a_normal.jpeg
female,"Dios, Patria & Libertad. .~My Life: Medicine???",9E1B4C,https://pbs.twimg.com/profile_images/464552126471872512/CFfiD-61_normal.jpeg,FF00E1,Wondering how to grow on twitter? I gained 2 followers in the past day. This is the app: https://t.co/YldCihb7qw,dios patria libertad ~my life medicine???,wondering how to grow on twitter i gained 2 followers in the past day this is the app https://t.co/yldcihb7qw,../img/CFfiD-61_normal.jpeg
female,"Writer, music lover, Melbournian, adventurer ??? MTV International Comms ???  Vibes speak louder than words",8228D6,https://pbs.twimg.com/profile_images/378800000404584857/d6285061553e3346e1561f6054a91598_normal.jpeg,EEEEEE,Caught the fever #MTVEMA https://t.co/mofxZnU9Zx,writer music lover melbournian adventurer ? mtv international comms ? vibes speak louder than words,caught the fever mtvema https://t.co/mofxznu9zx,../img/d6285061553e3346e1561f6054a91598_normal.jpeg
female,"Hi there! I'm Mistie ~writer, crafter, wife, mom, blogger at American Crochet. I design and share free crochet patterns, picture/video tutorials, and much more!",0084B4,https://pbs.twimg.com/profile_images/530406961624276992/00OvkiH9_normal.jpeg,C0DEED,Welcome to the 2015 Mini Crochet ~ Along #3! | American Crochet https://t.co/wTCpCMl5AB https://t.co/1qQwZEqyHd,hi there i'm mistie writer crafter wife mom blogger at american crochet i design and share free crochet patterns picture/video tutorials and much more!,welcome to the 2015 mini crochet along 3 american crochet https://t.co/wtcpcml5ab https://t.co/1qqwzeqyhd,../img/00OvkiH9_normal.jpeg
male,"Chief Economist, @AFLCIO
and Professor, Dept. of Economics, @HowardU",0084B4,https://pbs.twimg.com/profile_images/3668147091/19cd0d80e1282d06fb8e113a31e326e4_normal.jpeg,FFFFFF,"This exercise shows the importance of keeping interest rates low, and..greatly benefit black workers.  https://t.co/w6ZomDnB9p",chief economist aflcio and professor dept of economics howardu,this exercise shows the importance of keeping interest rates low and..greatly benefit black workers https://t.co/w6zomdnb9p,../img/19cd0d80e1282d06fb8e113a31e326e4_normal.jpeg
male,"NRA Life Member; NRA Golden Eagle; Engineer; Raider fan; when you hear the term Right Wing Nazi, your mind will be seeing me",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,C0DEED,"@RhymesWithRight @SicarioYogiB @PolitiBunny @jeffersonianguy Ok,my apologies.I'd bet the locals got them back,&amp;kasich had little to do w/ it",nra life member nra golden eagle engineer raider fan when you hear the term right wing nazi your mind will be seeing me,"@rhymeswithright sicarioyogib politibunny jeffersonianguy ok,my apologies.i'd bet the locals got them back,&amp;kasich had little to do w it",../img/default_profile_0_normal.png
female,Exposing flaws in modern feminism one post at a time. Egalitarian and Libertarian. Taking over the world just to leave it alone.,0084B4,https://pbs.twimg.com/profile_images/574871825592680448/BlAdVnXi_normal.jpeg,C0DEED,@the_author_ @YourBoyDaxx Especially since the people watching agreed with him,exposing flaws in modern feminism one post at a time egalitarian and libertarian taking over the world just to leave it alone.,@the_author_ yourboydaxx especially since the people watching agreed with him,../img/BlAdVnXi_normal.jpeg
female,Cuttin' up. Always Editing Life. Cut out the bad takes. Insert the magic. Re-view. Re-write. Re-fine.,0084B4,https://pbs.twimg.com/profile_images/1148499837/shannonshotborder-1_normal.jpg,C0DEED,"@AFIFEST So tix went from ""first come, first served"" to chk back randomly and hope for the best? Smh I love #AFIFest but this is ridiculous.",cuttin up always editing life cut out the bad takes insert the magic re-view re-write re-fine.,@afifest so tix went from first come first served to chk back randomly and hope for the best smh i love afifest but this is ridiculous.,../img/shannonshotborder-1_normal.jpg
male,"I can be googled, therefore I am",0084B4,https://pbs.twimg.com/profile_images/448517566386819072/7I0wYkAy_normal.jpeg,C0DEED,"Found a Transponder Snail!
Take a look at the Fishmen behind Arlong Park!
#TreCru https://t.co/agbI9aonzC",i can be googled therefore i am,found a transponder snail take a look at the fishmen behind arlong park trecru https://t.co/agbi9aonzc,../img/7I0wYkAy_normal.jpeg
female,"I know how to be a nerd, a geek, a fangirl or a shipper - but I have no clue how to be an adult.
Careful: dirty & imaginative mind: don't like - don't follow.",0084B4,https://pbs.twimg.com/profile_images/378800000225977817/0dfe888af29b014940239936a4a7f9b8_normal.jpeg,C0DEED,"I'm watching Doctor Who 9x05 ""The Girl Who Died (1)"" https://t.co/lKkbavNjdl #trakt",i know how to be a nerd a geek a fangirl or a shipper but i have no clue how to be an adult careful dirty imaginative mind don't like don't follow.,i'm watching doctor who 9x05 the girl who died 1) https://t.co/lkkbavnjdl trakt,../img/0dfe888af29b014940239936a4a7f9b8_normal.jpeg
male,Professor of English at @nsula .  This is my classroom Twitter.,0084B4,https://pbs.twimg.com/profile_images/635891590532349952/YFuJ6NbW_normal.jpg,C0DEED,"#ENGL2110 For Wednesday, we'll be covering William Blake.  Read ""The Chimney Sweeper,"" ""The Tyger,"" and ""The Poison Tree.""",professor of english at nsula this is my classroom twitter.,"#engl2110 for wednesday we'll be covering william blake read the chimney sweeper, the tyger, and the poison tree.""",../img/YFuJ6NbW_normal.jpg
male,AFC. Losing all hope was freedom.,0084B4,https://pbs.twimg.com/profile_images/479299606791323649/HfwRpnA3_normal.jpeg,C0DEED,"@MinaLioness Na me neither, it might just be a stab in the dark to try to explain how cancer has increased so much over the last 100 years",afc losing all hope was freedom.,@minalioness na me neither it might just be a stab in the dark to try to explain how cancer has increased so much over the last 100 years,../img/HfwRpnA3_normal.jpeg
female,"I like going to karaoke and choir, playing the piano and accordion, listening to music, languages, chatting online and loads more.",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,C0DEED,"@keith_goofball yeah, I love the edit tweet feature too.",i like going to karaoke and choir playing the piano and accordion listening to music languages chatting online and loads more.,@keith_goofball yeah i love the edit tweet feature too.,../img/default_profile_5_normal.png
male,Keep that weed smoke everywhere we go #YoungHippieNiggas,0084B4,https://pbs.twimg.com/profile_images/653464425559556097/qvMMe_f9_normal.jpg,C0DEED,@TheRealMsLouie lmfao just scrape the burnt parts off lol _???_???_???_???_??_,keep that weed smoke everywhere we go younghippieniggas,@therealmslouie lmfao just scrape the burnt parts off lol _???_???_???_???_??_,../img/qvMMe_f9_normal.jpg
male,"Game over man, game over!",0600B3,https://pbs.twimg.com/profile_images/456948342530920448/ZJzyDGTI_normal.jpeg,C0DEED,"@ShaunWard83 @1jamiefoster lol, _???! We are the last home on the broadband line here, after us it's dial up or carrier pigeon!",game over man game over!,@shaunward83 1jamiefoster lol _??? we are the last home on the broadband line here after us it's dial up or carrier pigeon!,../img/ZJzyDGTI_normal.jpeg
female,"Vegan Mama to newborn twins & CrossFlowX. Creator & Producer: Microsoft Bing Fitness Yoga. Breathe, Sweat, Laugh, Heal.",93A644,https://pbs.twimg.com/profile_images/458785517950091264/OdCLA8Sl_normal.jpeg,FFFFFF,"When you get together a bevy of wellness beauties for a brunch, this is a very small part of the??_ https://t.co/L01DZYN7Db",vegan mama to newborn twins crossflowx creator producer microsoft bing fitness yoga breathe sweat laugh heal.,when you get together a bevy of wellness beauties for a brunch this is a very small part of the??_ https://t.co/l01dzyn7db,../img/OdCLA8Sl_normal.jpeg
male,I wish you quietly to use your brains. Strongly recommend http://t.co/1EydfDDtHT What the others say http://t.co/psEzYNMs8x Music http://t.co/9tk0ZnEoBX,0084B4,https://pbs.twimg.com/profile_images/378800000646620179/de32f6c6af941fe1d9b751551740c318_normal.jpeg,C0DEED,Using this search You simply collect all the information available on #earthquake including those incorrectly formatted,i wish you quietly to use your brains strongly recommend http://t.co/1eydfddtht what the others say http://t.co/psezynms8x music http://t.co/9tk0zneobx,using this search you simply collect all the information available on earthquake including those incorrectly formatted,../img/de32f6c6af941fe1d9b751551740c318_normal.jpeg
female,I am whatever you say I am. . .,0084B4,https://pbs.twimg.com/profile_images/608931884358336512/MEjxmdfY_normal.jpg,C0DEED,Y'all see this in the news about Tyrese and Taraji?! Good... https://t.co/G6VGzxp1s4 https://t.co/zsvUBZt1Z9,i am whatever you say i am ,y'all see this in the news about tyrese and taraji? good.. https://t.co/g6vgzxp1s4 https://t.co/zsvubzt1z9,../img/MEjxmdfY_normal.jpg
male,Secretary General of Maldives Olympic Committee | Member of Olympic Council of Asia's Media Committee I Member of Commonwealth Games Federation's Sports Committ,990000,https://pbs.twimg.com/profile_images/515554616037998592/eAkzUrSp_normal.jpeg,1A151A,What if China sent back fake VP and the real one is still in Beijing?,secretary general of maldives olympic committee member of olympic council of asia's media committee i member of commonwealth games federation's sports committ,what if china sent back fake vp and the real one is still in beijing?,../img/eAkzUrSp_normal.jpeg
male,im jst me,0084B4,https://pbs.twimg.com/profile_images/1427281140/314865735_normal.jpg,C0DEED,Nigeria doesn't have leaders that's are interested in the people and standard of living yet.,im jst me,nigeria doesn't have leaders that's are interested in the people and standard of living yet.,../img/314865735_normal.jpg
male,Founder and owner of @PioneerLogHomes and star of @hgtvcanada's @TimberKings,0084B4,https://pbs.twimg.com/profile_images/419945042518630401/EtfwZiQy_normal.jpeg,FFFFFF,"Another photo to show the detail, and superb craftsmanship, of the fenders for our #CedarRocket!??_ https://t.co/89yC4NkeNp",founder and owner of pioneerloghomes and star of hgtvcanada's timberkings,another photo to show the detail and superb craftsmanship of the fenders for our cedarrocket!??_ https://t.co/89yc4nkenp,../img/EtfwZiQy_normal.jpeg
male,Be happy,0084B4,https://pbs.twimg.com/profile_images/602344106321268736/qDvBj5ME_normal.jpg,C0DEED,"@RealDiscoDonnie @MotyCM @TexasEDMFamily I understand why it's complicated tho cuz you have all the people like me who didn't ""buy"" a ticket",be happy,@realdiscodonnie motycm texasedmfamily i understand why it's complicated tho cuz you have all the people like me who didn't buy a ticket,../img/qDvBj5ME_normal.jpg
female,UCF | insta: jennpavek,0084B4,https://pbs.twimg.com/profile_images/629693320218968064/3UFBWrbC_normal.jpg,C0DEED,The amount of cops that sit @ theta chi _???,ucf insta jennpavek,the amount of cops that sit theta chi _???,../img/3UFBWrbC_normal.jpg
male,"I enjoy making rap music, drawing, writing graffiti, photography, graphic design, web development, and laughing.",2FC2EF,https://pbs.twimg.com/profile_images/624637259489239042/xzSnwR43_normal.jpg,181A1E,"59 and 1/2 Mulberry Street,??c1890 https://t.co/zg2N83EfWc https://t.co/kn8V1vs6jw",i enjoy making rap music drawing writing graffiti photography graphic design web development and laughing.,"59 and 1/2 mulberry street,??c1890 https://t.co/zg2n83efwc https://t.co/kn8v1vs6jw",../img/xzSnwR43_normal.jpg
female,?????????? ?_?_?????????_?? ?????????????? ?_???_ ?????????????_! ?????????? ?????????????? .. ???? ?_???_???? ?????????_ ?? ???????? ?????? ???.,CE7834,https://pbs.twimg.com/profile_images/3442965778/4836fbe9f441ddb47c6a0a169bdcf7fc_normal.jpeg,F0A830,Stats for the day have arrived. 1 new follower and NO unfollowers :) via https://t.co/MjWalY87pn.,????????? _?_?????????_? ???????????? _???_ ????????????_ ???????? ???????????? ?? _???_??? ????????_ ?????? ???? ??.,stats for the day have arrived 1 new follower and no unfollowers via https://t.co/mjwaly87pn.,../img/4836fbe9f441ddb47c6a0a169bdcf7fc_normal.jpeg
male,time you enjoy wasting isn't time wasted.,0084B4,https://pbs.twimg.com/profile_images/652915751637135360/gFstxeMj_normal.jpg,C0DEED,Fool me three times fuck the peace sign,time you enjoy wasting isn't time wasted.,fool me three times fuck the peace sign,../img/gFstxeMj_normal.jpg
male,women  & girls have a right to education & choice of meaning of their lives,0084B4,https://pbs.twimg.com/profile_images/427855243909427200/fRuluUaQ_normal.jpeg,C0DEED,what England dares to criticize the international Holy Cow of Saudi Arabia about its  human rights atmosphere?,women girls have a right to education choice of meaning of their lives,what england dares to criticize the international holy cow of saudi arabia about its human rights atmosphere?,../img/fRuluUaQ_normal.jpeg
male,#TGOD #JetLife #taylorgangordie #neverdiecoperation #UNCG,2A5228,https://pbs.twimg.com/profile_images/518252012157140992/8hia7zJS_normal.jpeg,FFFFFF,First day on the job got me forgetting its my day of birth. #23stilldoesntfeelold,#tgod jetlife taylorgangordie neverdiecoperation uncg,first day on the job got me forgetting its my day of birth 23stilldoesntfeelold,../img/8hia7zJS_normal.jpeg
female,"Attending a master in Fashion Communication at MFI (Bocconi, Cattolica, Politecnico) in Milano, ready to start an internship in September.",FFFFFF,https://pbs.twimg.com/profile_images/458596630431006720/4TyhcIJC_normal.jpeg,FFFFFF,#fashion#style#cool Mothers are en  Vogue in Brazil Wearing Dolce&amp;Gabbana: To celebrate the Dolc... https://t.co/Ufd8gqm3xl #dolcegabbana,attending a master in fashion communication at mfi bocconi cattolica politecnico in milano ready to start an internship in september.,#fashion#style#cool mothers are en vogue in brazil wearing dolce&amp;gabbana to celebrate the dolc.. https://t.co/ufd8gqm3xl dolcegabbana,../img/4TyhcIJC_normal.jpeg
male,/* good taste / bad faith in indie music & more */ pocket PR / booking ?? la carte,0084B4,https://pbs.twimg.com/profile_images/571781825238052865/-w16l3ZI_normal.jpeg,BDDCAD,".@EL__VY ""Need A Friend"" video directed by Tom Berninger https://t.co/dzIzXzBb66 from ""Return to the Moon"" out Friday on @4AD_Official",/ good taste bad faith in indie music more pocket pr booking la carte,.@el__vy need a friend video directed by tom berninger https://t.co/dzizxzbb66 from return to the moon out friday on 4ad_official,../img/-w16l3ZI_normal.jpeg
male,VP of Operations & Co-Owner of http://t.co/OCmC8TkR Business Connoisseur/Sports & Film Savant/Gentleman of Lesuire,0084B4,https://pbs.twimg.com/profile_images/1113911015/290171198_normal.jpg,FFFFFF,the truth behind the Nas vs Nature Beef https://t.co/JqJ3oFj1d4 via @YouTube #nas #queensbridge #hiphop @djvlad #tmz #rapbeef,vp of operations co-owner of http://t.co/ocmc8tkr business connoisseur/sports film savant/gentleman of lesuire,the truth behind the nas vs nature beef https://t.co/jqj3ofj1d4 via youtube nas queensbridge hiphop djvlad tmz rapbeef,../img/290171198_normal.jpg
male,Subtle joke was subtle.,990000,https://pbs.twimg.com/profile_images/602591238106251265/10b9o9Bq_normal.jpg,DFDFDF,@A_B_Allen Yeah. I already wear this on election day but I need the Fudge button to even things up. https://t.co/q9olzgdQa0,subtle joke was subtle.,@a_b_allen yeah i already wear this on election day but i need the fudge button to even things up https://t.co/q9olzgdqa0,../img/10b9o9Bq_normal.jpg
female,"Conservative independent granny, protecting and securing granddaughter's future.",FF0000,https://pbs.twimg.com/profile_images/631579410936692736/wKOrKUGb_normal.jpg,F2E195,Looming Fallout https://t.co/9UBQJwSmVm STUPID PPL VOTED FOR THE STUPID PARTY @THEDEMOCRATS @POTUS,conservative independent granny protecting and securing granddaughter's future.,looming fallout https://t.co/9ubqjwsmvm stupid ppl voted for the stupid party thedemocrats potus,../img/wKOrKUGb_normal.jpg
male,"Grumpy, moaning git (least Im honest!) Sufferer of @LutonTown, @NorthantsCCC & horse racing. Tweets may contain sarcasm & shouldn't be taken too seriously.",CC4A33,https://pbs.twimg.com/profile_images/546668986176266240/Pv1TcB1j_normal.jpeg,DBE9ED,The way this season has gone so far. I don't look forward to any game Regardless of the opposition. It's a bit of chore really.,grumpy moaning git least im honest! sufferer of lutontown northantsccc horse racing tweets may contain sarcasm shouldn't be taken too seriously.,the way this season has gone so far i don't look forward to any game regardless of the opposition it's a bit of chore really.,../img/Pv1TcB1j_normal.jpeg
female,"passionate about people. creator of the InterPlay Inspiration Deck #IID, artist, visionary, movement and breath missionary: seeking beauty everywhere!",8C0707,https://pbs.twimg.com/profile_images/378800000410423769/29ad7a977c68a75f32039355f58a41b2_normal.jpeg,BF0606,The inspirational women Daily is out! https://t.co/mrg6eJl3cg,passionate about people creator of the interplay inspiration deck iid artist visionary movement and breath missionary seeking beauty everywhere!,the inspirational women daily is out https://t.co/mrg6ejl3cg,../img/29ad7a977c68a75f32039355f58a41b2_normal.jpeg
male,"Been through a lot, but won't use it as an excuse not to be better. I choose to rise above.",D60D0D,https://pbs.twimg.com/profile_images/1902602424/162684_165363663505190_103317183043172_300332_2177022_n_normal.jpg,C0DEED,"""Discipline starts every day when the first alarm clock goes off in the morning,"" he writes. ""I say 'first alarm... https://t.co/Lye6mFSkBe",been through a lot but won't use it as an excuse not to be better i choose to rise above.,"""discipline starts every day when the first alarm clock goes off in the morning, he writes i say first alarm.. https://t.co/lye6mfskbe",../img/162684_165363663505190_103317183043172_300332_2177022_n_normal.jpg
female,President of Pee Club and weed-selling meme. I don't suck Stalin's dick. I get hacked by @utau_kikachu lel || #BOT by @yarndere,A84F70,https://pbs.twimg.com/profile_images/569358829427490816/RugRBWrh_normal.png,C0DEED,the amount of money people are willing to pay for my weed brownies is rad B^),president of pee club and weed-selling meme i don't suck stalin's dick i get hacked by utau_kikachu lel bot by yarndere,the amount of money people are willing to pay for my weed brownies is rad b^),../img/RugRBWrh_normal.png
male,Thomas Peace is an assistant professor of Canadian History at Huron University College and a founding co-editor @ActiveHist. #CdnHistory,0084B4,https://pbs.twimg.com/profile_images/568125396/Susie_and_Tom_normal.jpg,C0DEED,Looking forward to this afternoon's Derry lecture! Perfect fodder for some of the issues we cover in #HIST1801E! https://t.co/zquHbMLO1h,thomas peace is an assistant professor of canadian history at huron university college and a founding co-editor activehist cdnhistory,looking forward to this afternoon's derry lecture perfect fodder for some of the issues we cover in hist1801e https://t.co/zquhbmlo1h,../img/Susie_and_Tom_normal.jpg
female,"Im a wife and mother of 4. I love to take pics, make jewelry and anything artistic.",D02B55,https://pbs.twimg.com/profile_images/401219951/IMG_0116_normal.JPG,829D5E,Complete the Swoof Sphinx wonder and build your ultimate #SmurfsVillage. https://t.co/MmUHV6Kxfw @BeelineGames,im a wife and mother of 4 i love to take pics make jewelry and anything artistic.,complete the swoof sphinx wonder and build your ultimate smurfsvillage https://t.co/mmuhv6kxfw beelinegames,../img/IMG_0116_normal.JPG
female,"???Leo
MAMAbear.
#BeautyBEAST #iamBeautyBeast
#Herbalife Health Coach
Global Expansion Team",CC3366,https://pbs.twimg.com/profile_images/606847077595779072/VpabDCP5_normal.jpg,A8C7F7,Back for a follow-up and more treatments but at least he's in good spirits lol_??? adventuresofejk @??_ https://t.co/Bd5v9ysT8d,???leo mamabear beautybeast iambeautybeast herbalife health coach global expansion team,back for a follow-up and more treatments but at least he's in good spirits lol_?? adventuresofejk ??_ https://t.co/bd5v9yst8d,../img/VpabDCP5_normal.jpg
female,"Director of Vibe :: Cultural Innovator, Lifestyle Maven. Adventures in fashion, food & luxury travel. #thisvibelife Instagram: @melissaarrrgh",FF0000,https://pbs.twimg.com/profile_images/544224041545261056/mDqnsimp_normal.jpeg,65B0DA,I mean really you two!?! Next I'm gonna get a call you're with @jessetyler and @JustinMikita #fomoonallthelastuff  https://t.co/BlAPc5qfQE,director of vibe cultural innovator lifestyle maven adventures in fashion food luxury travel thisvibelife instagram melissaarrrgh,i mean really you two!? next i'm gonna get a call you're with jessetyler and justinmikita fomoonallthelastuff https://t.co/blapc5qfqe,../img/mDqnsimp_normal.jpeg
female,The real difference between a man's scientific judgments about himself and the judgment of others about him is he has added sources of knowledge.,0084B4,https://pbs.twimg.com/profile_images/488541668409212928/GiW6wU4B_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",the real difference between a man's scientific judgments about himself and the judgment of others about him is he has added sources of knowledge.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/GiW6wU4B_normal.jpeg
male,USER PICK ERRYTIME NIGGA... THAT MEAN I DID IT OR IMA DO IT....200,0084B4,https://pbs.twimg.com/profile_images/591127519157325824/wcfUbKVO_normal.jpg,C0DEED,AND AINT NOBODY GON DO SHIT YO COUSINS YO POTNAS YO SOFT ASS BROTHERS NONE OF DAT SHIT LMAO_???_??? https://t.co/CPx1hAxy1a,user pick errytime nigga.. that mean i did it or ima do it....200,and aint nobody gon do shit yo cousins yo potnas yo soft ass brothers none of dat shit lmao_???_?? https://t.co/cpx1haxy1a,../img/wcfUbKVO_normal.jpg
male,Love my family ??_ Sunglass fan ??_ Foodie ??_ Outdoor lovin backpacker,0084B4,https://pbs.twimg.com/profile_images/655030510926888960/Ew3JpK0A_normal.jpg,C0DEED,sweet grass is also often present and burned in pipe-smoking mixtures alongside bearberry and red willow plants.,love my family ?_ sunglass fan ?_ foodie ?_ outdoor lovin backpacker,sweet grass is also often present and burned in pipe-smoking mixtures alongside bearberry and red willow plants.,../img/Ew3JpK0A_normal.jpg
female,"I write, I babble, I think about things, and sing at the ceiling.",01566A,https://pbs.twimg.com/profile_images/645051437009911808/7f0i6tv8_normal.jpg,EEEEEE,"For some reason I tend to be really hungry when I have a tuna sandwich and I end up being like ???omg this is the best thing I???ve ever eaten.""",i write i babble i think about things and sing at the ceiling.,"for some reason i tend to be really hungry when i have a tuna sandwich and i end up being like ??omg this is the best thing i???ve ever eaten.""",../img/7f0i6tv8_normal.jpg
male,"eagles, 76ers, phillies, flyers, nascar, nhra, other sports, book reading, poetry, music, hiking, photography, art, CONSERVATIVE, and supports causes",0084B4,https://pbs.twimg.com/profile_images/577522355833962497/62PMC7U4_normal.jpeg,C0DEED,@BNagorski @_Philly_Talk @PTalk247 @Jeffrey_len And to think what he gave up for Bradford is very upsetting to me.,eagles 76ers phillies flyers nascar nhra other sports book reading poetry music hiking photography art conservative and supports causes,@bnagorski _philly_talk ptalk247 jeffrey_len and to think what he gave up for bradford is very upsetting to me.,../img/62PMC7U4_normal.jpeg
male,Big dreams since i was a lil boy am blessed,0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,C0DEED,@xola_vengie And Won 2 Afrimmas in Taxes,big dreams since i was a lil boy am blessed,@xola_vengie and won 2 afrimmas in taxes,../img/default_profile_0_normal.png
female,Arts Lover & Cultural Services Manager for the City of Roswell (@cityofroswellga). Co-Founder of Atlanta Creative Alliance (@AtlantaCreates).,3B94D9,https://pbs.twimg.com/profile_images/636533325155463169/fzqNmYpa_normal.jpg,FFFFFF,I love that @_brittbass's studio is across the street and I can pop in after lunch and see??_ https://t.co/cJ459n6WRk https://t.co/ai5oSCcGk3,arts lover cultural services manager for the city of roswell @cityofroswellga) co-founder of atlanta creative alliance @atlantacreates).,i love that _brittbass's studio is across the street and i can pop in after lunch and see??_ https://t.co/cj459n6wrk https://t.co/ai5osccgk3,../img/fzqNmYpa_normal.jpg
female,"Passionate about the NHS, People, Possibilities and Potential. Chief Officer New Devon CCG",0084B4,https://pbs.twimg.com/profile_images/378800000833175766/79ff17ba1b6d95f18ee112c8f81a00b9_normal.jpeg,C0DEED,@jgcope thanks johnathan I found it very worthwhile and great to meet you all. I'm looking forward to an invite back in due course :),passionate about the nhs people possibilities and potential chief officer new devon ccg,@jgcope thanks johnathan i found it very worthwhile and great to meet you all i'm looking forward to an invite back in due course ),../img/79ff17ba1b6d95f18ee112c8f81a00b9_normal.jpeg
male,You wanna be this sexy.,0084B4,https://pbs.twimg.com/profile_images/634803055058395136/aFfkJYjn_normal.jpg,C0DEED,"I need to do something for #Halloween .  I went as ""Decent Human Being"" last year and everyone thought I was terminally ill.",you wanna be this sexy.,i need to do something for halloween i went as decent human being last year and everyone thought i was terminally ill.,../img/aFfkJYjn_normal.jpg
female,*Photographer /Graphic and web  Designer/Producer/Editor/hyphenate *Vegan GlutenFree blogger (http://t.co/QTcpkhduWe)/ *Book Lover,0084B4,https://pbs.twimg.com/profile_images/549555043574099968/QB5vCdU8_normal.jpeg,C0DEED,"#Retouching and cropping.
Details in the photograph proofs are frequently retouched before??_ https://t.co/MxYStod4Fq https://t.co/ofxmH1Sh9S",*photographer graphic and web designer/producer/editor/hyphenate vegan glutenfree blogger http://t.co/qtcpkhduwe) book lover,#retouching and cropping details in the photograph proofs are frequently retouched before??_ https://t.co/mxystod4fq https://t.co/ofxmh1sh9s,../img/QB5vCdU8_normal.jpeg
male,"Right at Home of Rancho Cucamonga,we provide seniors and disabled adults with In-Home Care and Assistance. Dementia & Alzheimer too. Giving YOU Peace Of Mind!",B33900,https://pbs.twimg.com/profile_images/808218207/Terry_Jeffers_main_pic_normal.jpg,C0DEED,Beer contains a chemical that may slow down the effects of Alzheimer's and Parkinson's. https://t.co/zZ5tl7LWPZ #EndAlz #SeniorCare,"right at home of rancho cucamonga,we provide seniors and disabled adults with in-home care and assistance dementia alzheimer too giving you peace of mind!",beer contains a chemical that may slow down the effects of alzheimer's and parkinson's https://t.co/zz5tl7lwpz endalz seniorcare,../img/Terry_Jeffers_main_pic_normal.jpg
male,"From labour health, from health contentment spring; contentment opes the source of every joy.",0084B4,https://pbs.twimg.com/profile_images/489273517750226944/Qe3Fr4l3_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",from labour health from health contentment spring contentment opes the source of every joy.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/Qe3Fr4l3_normal.jpeg
male,"It is not part of a true culture to tame tigers, any more than it is to make sheep ferocious. - H.D. Thoreau",5E6CB3,https://pbs.twimg.com/profile_images/378800000437016607/69cba2f8c04a2e1b194ff2dd38496086_normal.png,FFFFFF,"Architecture organization offers public panel on high-speed rail, light-rail ... - Dallas Morning News (blog) https://t.co/AP6W4ttaxM",it is not part of a true culture to tame tigers any more than it is to make sheep ferocious h.d thoreau,architecture organization offers public panel on high-speed rail light-rail . dallas morning news blog https://t.co/ap6w4ttaxm,../img/69cba2f8c04a2e1b194ff2dd38496086_normal.png
male,"I hate this band. -LRH (SLFL Cincy, Detroit & Chicago)",0084B4,https://pbs.twimg.com/profile_images/645175267552419842/dwfJN-q4_normal.jpg,C0DEED,@LukeIsASequin they're out of Luke's cover and only 1 Ashton cover is left.,i hate this band lrh slfl cincy detroit chicago),@lukeisasequin they're out of luke's cover and only 1 ashton cover is left.,../img/dwfJN-q4_normal.jpg
female,garden and photography obsessed working mum,D02B55,https://pbs.twimg.com/profile_images/371960619/pinme3_normal.jpg,829D5E,@TheVintageYear spluttered once in the intro and now twice with your tweet,garden and photography obsessed working mum,@thevintageyear spluttered once in the intro and now twice with your tweet,../img/pinme3_normal.jpg
female,"Therefore, having obtained the opportunity from these sources, I too began to consider the mobility of the earth.",0084B4,https://pbs.twimg.com/profile_images/486726937549615105/lBuEAH64_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",therefore having obtained the opportunity from these sources i too began to consider the mobility of the earth.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/lBuEAH64_normal.jpeg
